GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABK001,ABK002,ABK003,ABK004,ABK005,ABK006,ABK007,ABK008,ABK009,ABK010,ABK011,ABK012,ABK013,ABK014,ABK015,ABK016,ABL001,ABB001,ABB002,ABB003,ABB004,ABB005,ABB006
"G4200330","1820","Pennsylvania","420","Clearfield","0330","Clearfield",0,0,0,0,0,0,0,0,10,2,3,3,8,2,4,3,0,1307,1000,0,0,18,17
"G4200370","1820","Pennsylvania","420","Columbia","0370","Columbia",0,0,0,0,0,0,0,0,15,6,8,4,10,9,7,4,0,8955,8603,0,0,33,30
"G4200390","1820","Pennsylvania","420","Crawford","0390","Crawford",0,0,0,0,0,0,0,0,9,6,5,3,10,5,0,3,0,4900,4456,0,0,23,18
"G4200410","1820","Pennsylvania","420","Cumberland","0410","Cumberland",0,0,1,5,0,0,1,10,167,87,74,44,152,88,80,36,0,11622,11239,6,11,372,356
"G4200430","1820","Pennsylvania","420","Dauphin","0430","Dauphin",0,0,1,3,0,0,0,5,91,62,74,41,88,61,61,19,0,10738,10409,4,5,268,229
"G4200450","1820","Pennsylvania","420","Delaware","0450","Delaware",0,0,0,0,0,0,0,1,260,144,141,64,199,136,121,43,0,7001,6700,0,1,609,499
"G4200490","1820","Pennsylvania","420","Erie","0490","Erie",0,0,0,0,0,0,0,1,20,9,12,7,9,5,8,1,12,4527,3942,0,1,48,23
"G4200510","1820","Pennsylvania","420","Fayette","0510","Fayette",0,0,8,6,0,0,14,13,187,109,72,51,203,113,67,57,0,13475,12910,14,27,419,440
"G4200550","1820","Pennsylvania","420","Franklin","0550","Franklin",0,0,0,15,0,0,0,4,324,196,164,100,324,188,178,73,0,15641,14685,15,4,784,763
"G4200590","1820","Pennsylvania","420","Greene","0590","Greene",0,0,1,3,0,0,0,3,56,29,27,15,67,24,24,12,0,7784,7509,4,3,127,127
"G4200610","1820","Pennsylvania","420","Huntingdon","0610","Huntingdon",0,0,0,3,0,0,1,1,59,33,32,16,59,31,28,10,3,10231,9635,3,2,140,128
"G4200630","1820","Pennsylvania","420","Indiana","0630","Indiana",0,0,0,0,0,0,0,0,15,10,7,3,10,11,3,2,0,4463,4358,0,0,35,26
"G4200650","1820","Pennsylvania","420","Jefferson","0650","Jefferson",0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,303,248,0,0,4,6
"G4200710","1820","Pennsylvania","420","Lancaster","0710","Lancaster",0,0,3,2,0,0,13,3,450,283,254,130,451,303,221,114,361,33112,32636,5,16,1117,1089
"G4200750","1820","Pennsylvania","420","Lebanon","0750","Lebanon",0,0,0,2,0,0,0,2,18,13,17,5,18,16,14,2,13,8527,8341,2,2,53,50
"G4200770","1820","Pennsylvania","420","Lehigh","0770","Lehigh",0,0,0,0,0,0,0,0,9,8,5,4,8,8,5,2,0,9616,9230,0,0,26,23
"G4200790","1820","Pennsylvania","420","Luzerne","0790","Luzerne",0,0,0,0,0,0,0,1,21,24,11,8,24,14,8,2,0,10670,9244,0,1,64,48
"G4200810","1820","Pennsylvania","420","Lycoming","0810","Lycoming",0,0,0,1,0,0,1,1,32,14,16,11,29,20,13,4,0,6695,6680,1,2,73,66
"G4200830","1820","Pennsylvania","420","McKean","0830","Mckean",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,416,311,0,0,0,1
"G4200850","1820","Pennsylvania","420","Mercer","0850","Mercer",0,0,0,0,0,0,0,1,22,11,12,4,25,10,6,0,0,5928,5662,0,1,49,41
"G4200870","1820","Pennsylvania","420","Mifflin","0870","Mifflin",0,0,0,3,0,0,0,2,52,20,18,7,34,15,20,6,0,8429,8012,3,2,97,75
"G4200910","1820","Pennsylvania","420","Montgomery","0910","Montgomery",0,0,1,0,0,0,0,2,164,131,129,57,170,96,83,44,0,17757,17159,1,2,481,393
"G4200950","1820","Pennsylvania","420","Northampton","0950","Northampton",0,0,0,0,0,0,0,0,45,21,24,19,36,21,23,11,0,16245,15320,0,0,109,91
"G4200970","1820","Pennsylvania","420","Northumberland","0970","Northumberland",0,0,0,0,0,0,0,1,33,15,9,2,25,14,12,3,0,7773,7537,0,1,59,54
"G4200990","1820","Pennsylvania","420","Perry","0990","Perry",0,0,0,0,0,0,1,0,17,11,6,3,12,7,8,3,58,5689,5527,0,1,37,30
"G4201010","1820","Pennsylvania","420","Philadelphia","1010","Philadelphia",0,0,0,3,0,0,1,3,1813,1030,1746,628,1814,1844,2181,828,1460,58866,64880,3,4,5217,6667
"G4201030","1820","Pennsylvania","420","Pike","1030","Pike",0,0,0,1,0,0,0,0,16,3,4,6,10,6,2,3,4,1509,1330,1,0,29,21
"G4201050","1820","Pennsylvania","420","Potter","1050","Potter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,89,0,0,1,0
"G4201070","1820","Pennsylvania","420","Schuylkill","1070","Schuylkill",0,0,0,0,0,0,0,0,27,8,12,4,23,9,9,3,28,5785,5431,0,0,51,44
"G4201110","1820","Pennsylvania","420","Somerset","1110","Somerset",0,0,0,0,0,0,0,0,19,10,13,3,14,14,8,5,0,7153,6735,0,0,45,41
"G4201150","1820","Pennsylvania","420","Susquehanna","1150","Susquehanna",0,0,0,0,0,0,0,0,8,6,5,3,15,7,5,1,0,5149,4761,0,0,22,28
"G4201170","1820","Pennsylvania","420","Tioga","1170","Tioga",0,0,0,0,0,0,0,0,3,2,0,3,7,0,2,0,0,2112,1892,0,0,8,9
"G4201190","1820","Pennsylvania","420","Union","1190","Union",0,0,0,2,0,0,0,1,19,5,5,5,19,9,3,6,0,9335,9210,2,1,34,37
"G4201210","1820","Pennsylvania","420","Venango","1210","Venango",0,0,0,0,0,0,0,0,4,4,3,2,9,1,2,3,0,2593,2294,0,0,13,15
"G4201230","1820","Pennsylvania","420","Warren","1230","Warren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1099,876,0,0,0,1
"G4201250","1820","Pennsylvania","420","Washington","1250","Washington",0,0,0,0,0,0,0,5,143,86,76,59,166,97,72,43,0,20075,19216,0,5,364,378
"G4201270","1820","Pennsylvania","420","Wayne","1270","Wayne",0,0,0,0,0,0,0,0,1,5,6,1,0,2,1,0,0,2149,1962,0,0,13,3
"G4201290","1820","Pennsylvania","420","Westmoreland","1290","Westmoreland",0,0,0,2,0,1,0,2,49,38,27,14,47,36,31,5,0,15691,14597,2,3,128,119
"G4201330","1820","Pennsylvania","420","York","1330","York",0,0,0,2,0,0,1,3,145,92,88,57,179,93,75,52,12,19256,18704,2,4,382,399
"G4400010","1820","Rhode Island","440","Bristol","0010","Bristol",0,0,0,0,0,0,0,2,53,42,28,26,36,47,39,31,0,2554,2779,0,2,149,153
"G4400030","1820","Rhode Island","440","Kent","0030","Kent",0,0,0,4,0,0,0,3,66,40,25,30,64,34,37,36,1,4767,5121,4,3,161,171
"G4400050","1820","Rhode Island","440","Newport","0050","Newport",1,0,1,9,1,3,2,11,134,79,73,68,139,133,111,115,1,7126,7764,11,17,354,498
"G4400070","1820","Rhode Island","440","Providence","0070","Providence",1,0,0,0,1,0,1,1,189,134,167,95,186,226,206,164,38,16692,17635,1,3,585,782
"G4400090","1820","Rhode Island","440","Washington","0090","Washington",0,1,0,1,0,0,0,5,135,93,50,60,125,83,72,83,4,7353,7622,2,5,338,363
"G4500010","1820","South Carolina","450","Abbeville","0010","Abbeville",2278,1239,987,379,2158,1345,927,302,21,10,5,6,6,8,3,5,0,6795,6693,4883,4732,42,22
"G4500110","1820","South Carolina","450","Barnwell","0110","Barnwell",1470,813,718,223,1370,886,598,258,85,37,22,13,39,27,16,13,0,4115,4047,3224,3112,157,95
"G4500130","1820","South Carolina","450","Beaufort","0130","Beaufort",4888,3125,3733,1889,4878,3352,3571,1903,38,15,32,15,27,25,14,15,0,2431,2248,13635,13704,100,81
"G4500190","1820","South Carolina","450","Charleston","0190","Charleston",9230,7869,7390,4161,8939,8122,7287,4223,641,335,349,283,645,452,507,403,0,9861,9515,28650,28571,1608,2007
"G4500230","1820","South Carolina","450","Chester","0230","Chester",1079,581,489,145,1071,576,426,175,10,3,3,4,5,3,5,3,0,4890,4721,2294,2248,20,16
"G4500250","1820","South Carolina","450","Chesterfield","0250","Chesterfield",438,255,228,111,424,269,226,111,37,22,16,16,23,19,23,15,0,2173,2239,1032,1030,91,80
"G4500290","1820","South Carolina","450","Colleton","0290","Colleton",3089,3087,3803,1304,3066,3263,3012,1146,55,31,36,31,50,32,35,23,0,2316,2025,11283,10487,153,140
"G4500310","1820","South Carolina","450","Darlington","0310","Darlington",1077,511,429,183,1025,590,474,184,10,10,6,8,14,2,10,9,0,3221,3186,2200,2273,34,35
"G4500370","1820","South Carolina","450","Edgefield","0370","Edgefield",2715,1408,1355,959,2753,1334,1278,396,8,8,5,5,12,5,11,3,0,6425,6439,6437,5761,26,31
"G4500390","1820","South Carolina","450","Fairfield","0390","Fairfield",1891,948,780,203,1784,1066,851,225,6,5,5,4,15,5,5,3,0,4770,4608,3822,3926,20,28
"G4500430","1820","South Carolina","450","Georgetown","0430","Georgetown",2639,1848,2233,1131,2616,1892,2111,1076,42,26,21,27,28,23,23,37,0,945,885,7851,7695,116,111
"G4500450","1820","South Carolina","450","Greenville","0450","Greenville",870,410,299,133,803,475,320,113,21,16,7,8,14,12,10,2,0,5898,5119,1712,1711,52,38
"G4500510","1820","South Carolina","450","Horry","0510","Horry",353,181,119,78,307,203,121,72,7,4,2,2,4,2,1,1,0,1820,1748,731,703,15,8
"G4500550","1820","South Carolina","450","Kershaw","0550","Kershaw",1392,840,773,352,1330,927,771,307,19,13,8,7,29,16,12,8,0,2887,2741,3357,3335,47,65
"G4500570","1820","South Carolina","450","Lancaster","0570","Lancaster",707,341,250,103,654,380,265,98,24,7,3,5,14,7,4,6,0,2989,2859,1401,1397,39,31
"G4500590","1820","South Carolina","450","Laurens","0590","Laurens",1198,605,439,176,1161,685,465,149,15,12,3,7,8,0,3,1,0,6327,6428,2418,2460,37,12
"G4500630","1820","South Carolina","450","Lexington","0630","Lexington",687,248,290,145,653,334,311,133,2,1,4,1,4,1,1,1,0,2615,2652,1370,1431,8,7
"G4500670","1820","South Carolina","450","Marion","0670","Marion",848,395,285,162,845,394,380,154,23,10,6,6,11,10,5,15,0,3383,3269,1690,1773,45,41
"G4500690","1820","South Carolina","450","Marlboro","0690","Marlboro",695,381,304,175,634,376,325,143,29,20,12,3,29,33,7,9,0,1600,1650,1555,1478,64,78
"G4500710","1820","South Carolina","450","Newberry","0710","Newberry",1513,714,526,128,1363,741,560,204,42,23,9,11,42,19,16,16,0,5163,5014,2881,2868,85,93
"G4500750","1820","South Carolina","450","Orangeburg","0750","Orangeburg",1884,1083,1143,575,1703,1096,886,459,19,2,7,2,6,11,13,4,0,3551,3209,4685,4144,30,34
"G4500755","1820","South Carolina","450","Pendleton","0755","Pendleton",1216,595,414,150,1124,585,458,173,49,22,9,14,36,15,13,9,0,11031,11109,2375,2340,94,73
"G4500790","1820","South Carolina","450","Richland","0790","Richland",1384,906,1088,432,1456,918,1027,416,44,26,23,8,36,27,17,14,0,2358,2141,3810,3817,101,94
"G4500830","1820","South Carolina","450","Spartanburg","0830","Spartanburg",797,416,258,103,860,457,306,111,6,2,2,5,2,3,2,4,0,6955,6700,1574,1734,15,11
"G4500850","1820","South Carolina","450","Sumter","0850","Sumter",3712,1740,1809,700,3653,1863,1965,701,73,56,29,29,80,53,31,31,0,4585,4259,7961,8182,187,195
"G4500870","1820","South Carolina","450","Union","0870","Union",1153,584,474,227,605,612,452,171,12,4,6,9,13,9,3,6,0,5246,4540,2438,1840,31,31
"G4500890","1820","South Carolina","450","Williamsburg","0890","Williamsburg",1369,625,645,294,1349,669,615,298,11,8,12,5,7,5,6,3,0,1413,1382,2933,2931,36,21
"G4500910","1820","South Carolina","450","York","0910","York",1166,576,380,148,1110,581,473,156,27,4,5,7,24,12,4,12,0,5171,5080,2270,2320,43,52
"G4700010","1820","Tennessee","470","Anderson","0010","Anderson",98,29,26,10,95,36,41,14,9,3,1,2,5,2,2,0,0,2141,2154,163,186,15,9
"G4700030","1820","Tennessee","470","Bedford","0030","Bedford",991,469,253,239,686,496,338,118,21,13,10,5,9,18,8,4,0,6327,6007,1952,1638,49,39
"G4700070","1820","Tennessee","470","Bledsoe","0070","Bledsoe",99,48,21,9,84,56,31,13,6,4,2,3,1,7,4,1,0,1842,1774,177,184,15,13
"G4700090","1820","Tennessee","470","Blount","0090","Blount",287,156,80,36,221,139,95,36,6,9,6,6,3,12,6,6,0,5119,5035,559,491,27,27
"G4700130","1820","Tennessee","470","Campbell","0130","Campbell",30,12,11,2,21,20,13,7,6,6,3,5,3,5,5,2,0,2095,1998,55,61,20,15
"G4700190","1820","Tennessee","470","Carter","0190","Carter",89,45,32,11,78,45,30,15,1,1,0,0,2,0,2,0,0,2306,2178,177,168,2,4
"G4700250","1820","Tennessee","470","Claiborne","0250","Claiborne",113,67,17,16,53,64,37,10,8,3,1,2,5,7,2,2,0,2513,2588,213,164,14,16
"G4700290","1820","Tennessee","470","Cocke","0290","Cocke",78,55,31,29,130,73,47,25,9,2,2,0,1,1,0,0,0,2229,2180,193,275,13,2
"G4700370","1820","Tennessee","470","Davidson","0370","Davidson",1905,1109,738,293,1770,1074,739,271,41,30,20,18,30,19,21,10,0,6390,5676,4045,3854,109,80
"G4700430","1820","Tennessee","470","Dickson","0430","Dickson",313,150,154,50,338,156,102,42,4,4,1,1,6,1,5,2,0,1976,1885,667,638,10,14
"G4700510","1820","Tennessee","470","Franklin","0510","Franklin",1006,488,347,145,1075,530,386,190,11,12,7,5,9,12,5,5,0,6294,6044,1986,2181,35,31
"G4700550","1820","Tennessee","470","Giles","0550","Giles",844,415,263,103,778,468,295,95,6,2,1,7,4,3,1,1,0,4735,4537,1625,1636,16,9
"G4700570","1820","Tennessee","470","Grainger","0570","Grainger",163,90,58,23,144,77,64,32,46,24,6,19,54,24,12,14,0,3407,3394,334,317,95,104
"G4700590","1820","Tennessee","470","Greene","0590","Greene",197,114,52,52,184,120,73,37,6,0,1,3,11,1,4,4,0,5230,5235,415,414,10,20
"G4700650","1820","Tennessee","470","Hamilton","0650","Hamilton",9,7,3,1,7,8,4,0,5,1,3,1,1,2,2,1,0,387,379,20,19,10,6
"G4700710","1820","Tennessee","470","Hardin","0710","Hardin",42,20,8,11,26,17,7,5,2,0,1,1,4,0,1,0,0,679,638,81,55,4,5
"G4700730","1820","Tennessee","470","Hawkins","0730","Hawkins",364,146,108,41,325,177,124,46,72,37,21,21,72,33,26,28,0,4876,4432,659,672,151,159
"G4700810","1820","Tennessee","470","Hickman","0810","Hickman",143,103,49,16,174,127,63,25,6,1,1,0,0,0,1,0,0,2782,2589,311,389,8,1
"G4700850","1820","Tennessee","470","Humphreys","0850","Humphreys",122,72,51,19,135,71,56,16,0,0,1,1,0,1,0,0,0,1824,1698,264,278,2,1
"G4700870","1820","Tennessee","470","Jackson","0870","Jackson",185,75,52,29,190,122,73,24,27,12,6,11,18,15,9,11,0,3453,3281,341,409,56,53
"G4700890","1820","Tennessee","470","Jefferson","0890","Jefferson",221,136,67,29,218,112,72,37,8,5,2,3,7,2,3,1,0,4045,3985,453,439,18,13
"G4700930","1820","Tennessee","470","Knox","0930","Knox",431,223,163,60,453,243,175,77,20,9,7,12,14,6,9,6,0,5578,5548,877,948,48,35
"G4700990","1820","Tennessee","470","Lawrence","0990","Lawrence",45,34,14,3,44,38,20,6,0,0,1,0,0,0,0,0,0,1598,1468,96,108,1,0
"G4701030","1820","Tennessee","470","Lincoln","1030","Lincoln",596,285,153,61,551,326,211,67,1,0,1,2,1,0,0,0,0,6355,6151,1095,1155,4,1
"G4701070","1820","Tennessee","470","McMinn","1070","Mcminn",33,17,14,4,41,27,10,7,4,4,2,2,5,0,1,0,0,738,714,68,85,12,6
"G4701150","1820","Tennessee","470","Marion","1150","Marion",47,13,10,2,48,28,17,2,0,0,0,1,0,0,0,1,0,1877,1842,72,95,1,1
"G4701190","1820","Tennessee","470","Maury","1190","Maury",1682,748,536,182,1673,870,526,203,14,1,5,5,9,5,5,5,52,8037,7583,3148,3272,25,24
"G4701230","1820","Tennessee","470","Monroe","1230","Monroe",44,21,7,5,43,24,12,5,5,0,3,1,7,4,0,2,0,1220,1126,77,84,9,13
"G4701250","1820","Tennessee","470","Montgomery","1250","Montgomery",1200,431,411,189,1124,702,436,170,10,11,7,8,10,5,4,10,0,3867,3624,2231,2432,36,29
"G4701290","1820","Tennessee","470","Morgan","1290","Morgan",9,7,3,1,17,6,2,1,0,0,0,0,0,0,0,0,0,833,797,20,26,0,0
"G4701330","1820","Tennessee","470","Overton","1330","Overton",150,85,47,41,156,87,58,41,17,3,0,2,6,1,2,1,0,3255,3176,323,342,22,10
"G4701350","1820","Tennessee","470","Perry","1350","Perry",54,33,16,8,55,38,13,6,0,0,0,0,0,0,0,0,0,1141,1020,111,112,0,0
"G4701430","1820","Tennessee","470","Rhea","1430","Rhea",88,40,23,18,75,50,32,8,8,2,2,2,2,1,4,2,0,1980,1878,169,165,14,9
"G4701450","1820","Tennessee","470","Roane","1450","Roane",203,93,67,19,225,102,73,32,10,10,2,6,11,5,5,7,0,3618,3407,382,432,28,28
"G4701470","1820","Tennessee","470","Robertson","1470","Robertson",707,300,238,83,568,275,246,103,6,3,7,2,11,4,3,3,0,3875,3504,1328,1192,18,21
"G4701490","1820","Tennessee","470","Rutherford","1490","Rutherford",1251,677,437,191,1292,745,436,158,81,27,22,17,26,17,5,5,0,7183,6982,2556,2631,147,53
"G4701550","1820","Tennessee","470","Sevier","1550","Sevier",71,42,19,14,61,38,24,21,4,0,2,0,5,0,2,0,0,2245,2224,146,144,6,7
"G4701570","1820","Tennessee","470","Shelby","1570","Shelby",22,14,7,2,30,9,14,5,0,0,0,0,0,0,0,0,0,141,110,45,58,0,0
"G4701590","1820","Tennessee","470","Smith","1590","Smith",882,427,282,150,838,538,325,112,29,6,11,6,22,5,5,4,0,7096,6842,1741,1813,52,36
"G4701610","1820","Tennessee","470","Stewart","1610","Stewart",351,207,78,43,328,186,117,42,11,5,6,5,10,6,2,3,0,3475,3522,679,673,27,21
"G4701630","1820","Tennessee","470","Sullivan","1630","Sullivan",219,125,83,48,181,86,61,33,26,13,12,11,15,8,8,3,0,3126,2957,475,361,62,34
"G4701650","1820","Tennessee","470","Sumner","1650","Sumner",1455,773,454,160,1431,809,515,165,50,10,14,12,36,10,13,3,0,6820,6481,2842,2920,86,62
"G4701770","1820","Tennessee","470","Warren","1770","Warren",222,123,70,37,206,171,74,47,4,0,1,2,1,3,2,0,0,4866,4519,452,498,7,6
"G4701790","1820","Tennessee","470","Washington","1790","Washington",284,122,67,24,221,115,97,49,16,6,6,7,20,4,6,7,0,4255,4251,497,482,35,37
"G4701810","1820","Tennessee","470","Wayne","1810","Wayne",21,7,4,2,22,15,1,0,0,0,0,0,0,0,0,0,0,1248,1139,34,38,0,0
"G4701850","1820","Tennessee","470","White","1850","White",150,74,37,12,164,92,47,17,34,11,14,3,35,15,8,7,0,4096,3885,273,320,62,65
"G4701870","1820","Tennessee","470","Williamson","1870","Williamson",1803,878,575,204,1752,968,595,197,13,11,7,6,17,9,10,2,0,6967,6626,3460,3512,37,38
"G4701890","1820","Tennessee","470","Wilson","1890","Wilson",995,473,283,99,920,577,365,132,37,22,12,12,34,24,11,10,0,7460,7264,1850,1994,83,79
"G5000010","1820","Vermont","500","Addison","0010","Addison",0,0,0,0,0,0,0,0,20,20,12,6,21,20,14,6,0,10109,10241,0,0,58,61
"G5000030","1820","Vermont","500","Bennington","0030","Bennington",0,0,0,0,0,0,0,0,11,5,11,7,18,7,12,8,0,8006,8040,0,0,34,45
"G5000050","1820","Vermont","500","Caledonia","0050","Caledonia",0,0,0,0,0,0,0,0,3,2,0,4,8,6,1,4,0,8254,8387,0,0,9,19
"G5000070","1820","Vermont","500","Chittenden","0070","Chittenden",0,0,0,0,0,0,0,0,19,16,10,10,23,25,13,6,0,8176,7757,0,0,55,67
"G5000090","1820","Vermont","500","Essex","0090","Essex",0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,1,0,1645,1629,0,0,3,7
"G5000110","1820","Vermont","500","Franklin","0110","Franklin",0,0,0,0,0,0,0,0,19,13,11,5,17,17,7,5,0,8799,8299,0,0,48,46
"G5000130","1820","Vermont","500","Grand Isle","0130","Grand Isle",0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,1841,1677,0,0,4,5
"G5000170","1820","Vermont","500","Orange","0170","Orange",0,0,0,0,0,0,0,0,7,5,4,8,8,3,6,7,0,12267,12366,0,0,24,24
"G5000190","1820","Vermont","500","Orleans","0190","Orleans",0,0,0,0,0,0,0,0,7,3,4,4,8,4,5,1,0,3393,3547,0,0,18,18
"G5000210","1820","Vermont","500","Rutland","0210","Rutland",0,0,0,0,0,0,0,0,20,13,20,11,18,14,13,11,8,14883,14972,0,0,64,56
"G5000230","1820","Vermont","500","Washington","0230","Washington",0,0,0,0,0,0,0,0,4,0,3,0,2,3,3,0,7,7084,7007,0,0,7,8
"G5000250","1820","Vermont","500","Windham","0250","Windham",0,0,0,0,0,0,0,0,13,7,2,4,9,6,6,8,0,14024,14378,0,0,26,29
"G5000270","1820","Vermont","500","Windsor","0270","Windsor",0,0,0,0,0,0,0,0,27,27,15,19,33,17,14,16,0,18829,19236,0,0,88,80
"G5100010","1820","Virginia","510","Accomack","0010","Accomack",964,561,490,259,899,597,424,286,456,202,152,180,444,237,221,208,0,4598,4788,2274,2206,990,1110
"G5100030","1820","Virginia","510","Albemarle","0030","Albemarle",2505,1305,1274,535,2353,1232,994,461,106,38,28,25,89,32,36,19,3,4453,4262,5619,5040,197,176
"G5100070","1820","Virginia","510","Amelia","0070","Amelia",1609,864,892,421,1624,881,719,390,41,19,15,11,32,24,21,24,110,1697,1710,3786,3614,86,101
"G5100090","1820","Virginia","510","Amherst","0090","Amherst",1264,646,607,300,1308,696,530,216,45,29,33,20,60,32,21,6,0,2335,2275,2817,2750,127,119
"G5100150","1820","Virginia","510","Augusta","0150","Augusta",776,466,396,179,803,418,323,151,59,34,30,21,50,31,22,20,0,6646,6317,1817,1695,144,123
"G5100170","1820","Virginia","510","Bath","0170","Bath",289,134,115,48,285,163,109,59,13,7,1,10,13,8,6,6,6,2012,1953,586,616,31,33
"G5100190","1820","Virginia","510","Bedford","0190","Bedford",1923,1090,758,331,1858,1028,718,335,68,35,29,21,70,41,31,16,0,5570,5383,4102,3939,153,158
"G5100195","1820","Virginia","510","Berkeley","0195","Berkeley",455,265,170,104,453,231,152,68,58,23,7,29,46,21,21,23,0,4634,4451,994,904,117,111
"G5100230","1820","Virginia","510","Botetourt","0230","Botetourt",627,405,313,148,602,325,266,120,57,42,29,17,54,42,31,18,0,5282,5211,1493,1313,145,145
"G5100237","1820","Virginia","510","Brooke","0237","Brooke",91,49,43,8,92,50,40,10,15,2,5,2,16,7,5,6,0,3172,3018,191,192,24,34
"G5100250","1820","Virginia","510","Brunswick","0250","Brunswick",2280,1229,1167,525,2280,1172,939,489,171,76,88,59,140,81,57,45,0,2925,2964,5201,4880,394,323
"G5100290","1820","Virginia","510","Buckingham","0290","Buckingham",2383,1311,1020,424,2172,1263,972,394,56,35,32,18,55,30,31,28,0,3653,3692,5138,4801,141,144
"G5100293","1820","Virginia","510","Cabell","0293","Cabell",104,54,36,12,80,63,31,12,2,0,0,0,2,3,1,1,0,2241,2147,206,186,2,7
"G5100310","1820","Virginia","510","Campbell","0310","Campbell",1696,943,765,314,1697,947,760,323,160,78,52,37,138,97,68,47,0,4286,4161,3718,3727,327,350
"G5100330","1820","Virginia","510","Caroline","0330","Caroline",2465,1240,1072,636,2507,1322,1104,653,116,37,47,27,105,61,61,32,26,3145,3352,5413,5586,227,259
"G5100360","1820","Virginia","510","Charles City","0360","Charles City",655,350,327,199,614,356,288,178,141,51,51,44,93,67,53,38,0,837,913,1531,1436,287,251
"G5100370","1820","Virginia","510","Charlotte","0370","Charlotte",1855,979,829,390,1897,983,775,416,29,17,17,11,31,30,13,13,0,2515,2490,4053,4071,74,87
"G5100410","1820","Virginia","510","Chesterfield","0410","Chesterfield",1953,1226,1154,674,1775,1214,982,535,228,99,78,72,136,129,111,94,0,3822,3721,5007,4506,477,470
"G5100470","1820","Virginia","510","Culpeper","0470","Culpeper",2197,1106,978,562,2043,1271,865,446,71,37,28,32,70,42,27,31,2,5597,5539,4843,4625,168,170
"G5100490","1820","Virginia","510","Cumberland","0490","Cumberland",1566,814,850,326,1493,776,638,350,49,23,34,12,48,25,32,21,0,1988,1978,3556,3257,118,126
"G5100530","1820","Virginia","510","Dinwiddie","0530","Dinwiddie",1707,1024,888,440,1603,945,758,386,166,68,60,32,149,88,64,41,0,2639,2734,4059,3692,326,342
"G5100550","1820","Virginia","510","Elizabeth City","0550","Elizabeth City",335,212,168,104,332,194,167,131,12,13,8,8,8,5,5,11,0,1175,901,819,824,41,29
"G5100570","1820","Virginia","510","Essex","0570","Essex",1452,683,631,346,1339,730,565,300,81,31,41,27,89,39,28,28,0,1762,1737,3112,2934,180,184
"G5100590","1820","Virginia","510","Fairfax","0590","Fairfax",1024,592,481,256,1040,561,428,291,107,51,48,55,107,44,37,58,0,3054,3170,2353,2320,261,246
"G5100610","1820","Virginia","510","Fauquier","0610","Fauquier",2634,1417,1091,661,2343,1343,1050,628,163,53,42,49,87,38,42,33,0,5702,5727,5803,5364,307,200
"G5100650","1820","Virginia","510","Fluvanna","0650","Fluvanna",736,402,430,147,656,385,323,127,22,12,16,18,17,7,24,7,0,1692,1683,1715,1491,68,55
"G5100670","1820","Virginia","510","Franklin","0670","Franklin",879,443,311,146,869,500,321,178,41,16,12,8,32,13,13,8,0,4157,4070,1779,1868,77,66
"G5100690","1820","Virginia","510","Frederick","0690","Frederick",1706,891,740,321,1584,938,647,352,187,138,95,85,162,95,123,85,0,8475,8082,3658,3521,505,465
"G5100710","1820","Virginia","510","Giles","0710","Giles",69,46,28,3,65,49,36,9,13,5,4,1,6,7,2,4,0,2150,2024,146,159,23,19
"G5100730","1820","Virginia","510","Gloucester","0730","Gloucester",1163,583,566,337,1104,653,491,311,109,47,35,23,113,61,41,33,0,1964,2044,2649,2559,214,248
"G5100750","1820","Virginia","510","Goochland","0750","Goochland",1230,688,680,321,1174,652,498,283,120,60,75,62,141,104,60,63,0,1889,1907,2919,2607,317,368
"G5100770","1820","Virginia","510","Grayson","0770","Grayson",80,48,35,10,79,51,31,11,28,14,3,5,15,8,8,2,0,2678,2492,173,172,50,33
"G5100775","1820","Virginia","510","Greenbrier","0775","Greenbrier",211,101,76,26,174,89,71,38,20,16,12,2,14,11,13,4,0,3228,2935,414,372,50,42
"G5100810","1820","Virginia","510","Greensville","0810","Greensville",1067,497,505,251,1011,533,439,209,74,27,20,20,63,39,30,17,0,1015,1041,2320,2192,141,149
"G5100830","1820","Virginia","510","Halifax","0830","Halifax",2295,1216,1043,451,2270,1243,926,436,114,62,44,25,81,54,30,12,0,4380,4378,5005,4875,245,177
"G5100833","1820","Virginia","510","Hampshire","0833","Hampshire",328,190,103,54,277,173,105,49,24,10,7,11,22,5,15,9,0,4893,4614,675,604,52,51
"G5100850","1820","Virginia","510","Hanover","0850","Hanover",1959,1075,829,533,1971,1049,806,534,77,37,32,42,79,45,31,38,0,2971,3159,4396,4360,188,193
"G5100853","1820","Virginia","510","Hardy","0853","Hardy",193,118,112,62,207,116,76,30,30,23,20,13,48,20,14,12,0,2336,2270,485,429,86,94
"G5100857","1820","Virginia","510","Harrison","0857","Harrison",131,46,53,28,144,70,73,24,12,9,6,9,8,8,4,7,0,5484,4816,258,311,36,27
